name,categories
KFC,"Carry-out food,Caterers,Fried Chicken Joint,American restaurants,Fast Food,Restaurants,Restaurant,Barbecued poultry,Fast Food Restaurant,Chicken,Barbecue,Spare rib restaurants,Chicken restaurants,Catering"
White Castle,"Restaurant,Carry-out food,Burger Joint,Hot dog restaurants,Fast Food Restaurant,American restaurants,Hamburger restaurants,Restaurants"
Red Robin Gourmet Burgers,"Hamburgers & Hot Dogs,Carry-out food,Burger Joint,American Restaurants,Restaurant,Hot dog restaurants,Hamburger restaurants,Take Out Restaurants,Family Style Restaurants,Fast food restaurants,Hamburgers and Hot Dogs,Restaurants"
QDOBA Mexican Eats,"Grill Restaurants,Mexican,Brunch,Tex-mex restaurants,Southwestern restaurants,Food Delivery,American restaurants,Mexican restaurants,Fast Food,Catering,Restaurants"
Wendy's,"Hamburgers & Hot Dogs,Burger Joint,Restaurant,Fast Food Restaurant,Fast Food Restaurants,Fast Food,Fast Food Restaurant and Burger Joint,Hamburgers and Hot Dogs,Food & Entertainment,Restaurants"
Wendy's,Fast Food
Lahaina Pizza Company,"Bars Clubs,Pizza,Restaurant,American Restaurants,Bars Pubs,Arts Entertainment,Fast Food Restaurants,Restaurants,Italian Restaurants,Bars"
Teddy's Bigger Burgers,"Burger Joint,Restaurant,American Restaurants,Caterers,Fast Food Restaurants,Barbecue Restaurants,Hamburgers and Hot Dogs,Restaurants,Sandwich Shops"
KFC,"Fast Food,Chicken,Restaurants"
Wendy's,"Restaurant,Burger Joint,Breakfast,Fast Food Restaurant,Fast Food,Restaurants"
Sonic Drive-In,"American Restaurants,Takeout,Hot Dog Stands and Restaurants,Fast Food,Soda Fountain Shops,Fast Food Restaurants,Take Out Restaurants,Chicken,Chicken Restaurants,Hamburgers,Hamburgers and Hot Dogs,Restaurants"
Taco Bell,"Carry-out food,Mexican,Breakfast,Mexican Restaurants,Tex-mex restaurants,Vegetarian,Southwestern restaurants,Mexican restaurants,Fast Food,Fast Food Restaurants,Restaurants,Mexican Restaurant,Fast Food Restaurant and Mexican Restaurant,Restaurant,Fast Food Restaurant,Food & Entertainment"
McDonald's,"Ice Cream Parlors,Restaurant,Breakfast,Fast Food Restaurant,Fast Food,Coffeehouses,Salads,Food & Entertainment,Hamburgers,Restaurants,Frozen Yogurt Shops,Sandwich Shops"
Panera Bread,"Restaurant,Breakfast,Traditional American,Food Delivery,Fast Food,Coffeehouses,Bakeries,Catering,Restaurants,Sandwich Shops"
Church's Chicken,"Restaurant,Fast Food Restaurant, Fried Chicken Joint, and Food Tioga - Nicetown,Take Out,Chain Restaurant,Fried Chicken Joint,Fast Food Restaurant,Fast Food Restaurants,Fast Food Restaurant, Fried Chicken Joint, and Food,Chicken Restaurants,Restaurants,Chicken Take Out,Food"
McDonald's,"Ice Cream Parlors,Breakfast,Fast Food,Coffeehouses,Salads,Hamburgers,Restaurants,Sandwich Shops"
Wendy's,Fast Food
McDonald's,"Ice Cream Parlors,Breakfast,Fast Food Restaurants,Take Out Restaurants,Fast Food,Restaurants,Hamburgers & Hot Dogs,Restaurant,Fast Food Restaurant,Coffeehouses,Salads,Hamburgers and Hot Dogs,Hamburgers,Sandwich Shops"
McDonald's,"Ice Cream Parlors,Carry-out food,Breakfast,Hot dog restaurants,American restaurants,Hamburger restaurants,Fast Food,Restaurants,Frozen Yogurt Shops,Restaurant,Fast Food Restaurant,Coffeehouses,Salads,Fast food restaurants,Hamburgers,Sandwich Shops"
Waffle House,"Breakfast Brunch and Lunch Restaurants,Takeout,American,American Restaurant and Breakfast Spot,Restaurants,Breakfast Spot,Restaurant,American Restaurants,American Restaurant, Breakfast Spot, and Diner,Fast Food Restaurant,Diners,Diner,Breakfast Restaurants,Pancake and Waffle Restaurants"
Popeye's Chicken & Biscuits,"Catering Companies,Southern & Soul Restaurants,Fast Food Restaurants,Cajun & Creole Restaurants,Chicken Restaurants,Catering,Restaurants"
Taco Bell,"Mexican Restaurant,Restaurant,Mexican,Breakfast,Mexican Restaurants,Vegetarian,Fast Food Restaurant,Fast Food,Fast Food Restaurants,Restaurants"
McDonald's,"Ice Cream Parlors,Breakfast,Fast Food,Coffeehouses,Salads,Hamburgers,Restaurants,Sandwich Shops"
McDonald's,"Ice Cream Parlors,Breakfast,Fast Food,Coffeehouses,Salads,Hamburgers,Restaurants,Sandwich Shops"
McDonald's,"Ice Cream Parlors,Carry-out food,Breakfast,Hot dog restaurants,Hamburger restaurants,Fast Food Restaurants,Take Out Restaurants,Fast Food,Restaurants,Frozen Yogurt Shops,Fast Food Restaurant,Coffeehouses,Salads,Hamburgers and Hot Dogs,Hamburgers,Sandwich Shops"
Burger King,"Carry-out food,Hot dog restaurants,Fast Food Restaurant,Hamburger restaurants,Fast Food,Restaurants"
Jersey Mike's Subs,"Delis And Delicatessens,Carry-out food,Caterers,Delicatessens,American restaurants,Karaoke,Take Out Restaurants,Fast Food Restaurants,Sandwiches,Catering,Restaurants,Sandwich Shops"
Checkers,"Restaurant,American Restaurants,Traditional American,Burgers,Fast Food,Chicken,Hamburgers,New American Restaurants,Restaurants,Sandwich Shops"
Chick-fil-A,"Fast Food,Chicken,Catering,Family Style Dining,Food Delivery,Breakfast"
Hardee's,"Fast Food,Hamburgers"
Dairy Queen Grill & Chill,"Ice Cream Parlors,Ice Cream and Frozen Desserts,Fast Food,Fast Food Restaurants,Dessert Restaurants,Hamburgers and Hot Dogs,Restaurants"
McDonald's,"Ice Cream Parlors,Breakfast,Fast Food,Coffeehouses,Salads,Hamburgers,Restaurants,Sandwich Shops"
McDonald's,"Ice Cream Parlors,Breakfast,Fast Food Restaurants,Take Out Restaurants,Fast Food,Restaurants,Frozen Yogurt Shops,Restaurant,Fast Food Restaurant,Coffeehouses,Salads,Hamburgers and Hot Dogs,Hamburgers,Sandwich Shops"
Subway,"Delis And Delicatessens,Restaurant,Fast Food Restaurant,Fast Food Restaurants,Take Out Restaurants,Sandwich Place,Restaurants,Sandwich Shops"
Wendy's,"Restaurant,Burger Joint,Food and Beverage,Burgers,Fast Food Restaurant,American Restaurant,fast food restaurant,Restaurants"
Pizza Hut,"Carry-out food,Caterers,Restaurant delivery service,Chicken Wings,Food Delivery,American restaurants,Take Out Restaurants,Fast Food Restaurants,Home delivery beer and beverages,Family Style Restaurants,Restaurants,Pizza,Restaurant,Pizza Place,Catering"
McDonald's,"Ice Cream Parlors,Carry-out food,Breakfast,Hot dog restaurants,Hamburger restaurants,Fast Food Restaurants,Take Out Restaurants,Fast Food,Restaurants,Frozen Yogurt Shops,Restaurant,Fast Food Restaurant,Coffeehouses,Salads,Fast food restaurants,Hamburgers and Hot Dogs,Hamburgers,Sandwich Shops"
Whataburger,"Fast Food Restaurant and American Restaurant Lafayette Park,Breakfast,American,Burgers,American Restaurant,Fast Food Restaurants,Fast Food,Restaurants,Burger Joint,American Restaurants,Restaurant,Fast Food Restaurant,Fast Food Restaurant and American Restaurant,Chicken,Hamburgers and Hot Dogs,Hamburgers"
Wendy's,Fast Food
Chick-fil-A,"Breakfast,American Restaurant,Food Delivery,Fast Food Restaurants,Fast Food,Chicken Restaurants,Restaurants,Fast Food Restaurant, American Restaurant, and Sandwich Place,Fast Food Restaurant,wich Place,Family Style Dining,Chicken,Catering,Sandwich Shops,Chicken Take Out"
McDonald's,"Fast Food,Restaurants,Breakfast,Ice Cream Parlors,Coffeehouses,Hamburgers,Salads,Sandwich Shops"
Hardee's,"Hamburgers & Hot Dogs,Fast Food Restaurants,Fast Food,Hamburgers,Restaurants"
Burger King,"Burger Joint,Restaurant,Fast Food Restaurant,Fast Food,Fast Food Restaurant and Burger Joint,Restaurants"
Panera Bread,"Breakfast,Bagels,Catering Companies,Fast Food Restaurants,Fast Food,Bagel Shops,Restaurants,Traditional American,Coffeehouses,Traditional American Restaurants,Bakeries,Catering,Sandwich Shops"
Sonic Drive-In,"Fast Food,Soda Fountain Shops,Chicken,Hamburgers,Restaurants"
Taco Bell,"Carry-out food,Mexican,Breakfast,Seafood restaurants,Crabs and crab houses,Steak and chop restaurants,Tex-mex restaurants,Vegetarian,Southwestern restaurants,American restaurants,Mexican restaurants,Fast Food,Restaurants,Mexican Restaurant,Restaurant,Fast Food Restaurant"
SUBWAY,"Carry-out food,Delicatessens,American restaurants,Take Out Restaurants,Fast Food Restaurants,Sandwiches,Restaurants,Sandwich Shops"
Pizza Hut,"Pizza,Chicken Wings,Food Delivery,Take Out Restaurants,Fast Food Restaurants,Pizza Place,Restaurants"
Hardee's,"Burger Joint,Carry-out food,Hot dog restaurants,Fast Food Restaurant,Hamburger restaurants,Fast Food Restaurants,Hamburgers and Hot Dogs,Restaurants"
Domino's Pizza,"Pizza,Restaurant,Food Delivery,Fast Food Restaurants,Take Out Restaurants,Food Delivery Service,Pasta,Pizza Place,Restaurants"
McDonald's,"Carry-out food,Electronic publishing,Hot dog restaurants,American restaurants,Hamburger restaurants,Fast Food Restaurants,Take Out Restaurants,Internet and online services,Restaurants,Restaurant,Fast Food Restaurant,Fast food restaurants,Hamburgers and Hot Dogs"
Taco Bell,"Mexican,Breakfast,Vegetarian,Fast Food,Restaurants"
Wendy's,"Burger Joint,Restaurant,Fast Food Restaurant,Fast Food,Restaurants"
Lime Fresh Mexican Grill,"Mexican Restaurant,Restaurant,Mexican Restaurants,Caterers,Taco Place,Take Out Restaurants,Fast Food Restaurants,Burrito Place,Restaurants"
Arby's,"Restaurant,Carry-out food,Tex-mex restaurants,Southwestern restaurants,American restaurants,Family style restaurants,Mexican restaurants,Fast Food Restaurants,Restaurants,Sandwich Shops"
Steak 'n Shake,"Fast Food Restaurants,Hamburgers and Hot Dogs,Restaurants"
ABC Chinese Restaurant,"Asian Restaurants,Chinese Restaurants,Asian food products,Restaurant Delivery Service,Grocers-Ethnic Foods,Food Products-Wholesale,Take Out Restaurants,Fast Food Restaurants,Food products,Family Style Restaurants,Restaurants,Chinese Grocery Stores"
McDonald's,"Ice Cream Parlors,Breakfast,Fast Food,Fast Food Restaurants,Take Out Restaurants,Restaurants,Frozen Yogurt Shops,Hamburgers & Hot Dogs,Restaurant,Fast Food Restaurant,Coffeehouses,Salads,Hamburgers,Hamburgers and Hot Dogs,Sandwich Shops"
Panera Bread,"Breakfast,Bakery,Caf,Take Out Restaurants,Health Food Restaurants,Fast Food,Bagel Shops,Restaurants,American Restaurants,Coffee Shops,Restaurant,Sandwich Place, Bakery, and Caf,Traditional American,Dessert Shops,wich Place,Coffeehouses,Bakeries,Catering,Sandwich Shops"
Burger King,"Restaurant,Carry-out food,Burger Joint,Hot dog restaurants,Fast Food Restaurant,Hamburger restaurants,Karaoke,Fast Food,Fast Food Restaurant and Burger Joint,Fast food restaurants,Restaurants"
McDonald's,"Ice Cream Parlors,Breakfast,Fast Food,Coffeehouses,Salads,Hamburgers,Restaurants,Sandwich Shops"
Wendy's,"Hamburgers & Hot Dogs,Restaurant,Burger Joint,Fast Food Restaurant,Fast Food Restaurants,Fast Food,Fast Food Restaurant and Burger Joint,Restaurants"
Pizza Hut,"Carry-out food,International restaurants,Caterers,Restaurant delivery service,Chicken Wings,Steak and chop restaurants,Food Delivery,American restaurants,Karaoke,Fast Food,Home delivery beer and beverages,Restaurants,Pizza,Restaurant,Pizza Place,Barbecue,Spare rib restaurants,Catering"
McDonald's,"Ice Cream Parlors,Breakfast,Fast Food,Coffeehouses,Salads,Hamburgers,Restaurants,Sandwich Shops"
Taco Bell,"Mexican Restaurant,Restaurant,Mexican,Breakfast,Vegetarian,Fast Food Restaurant,Fast Food,Restaurants"
Panera Bread,"Restaurant,Breakfast,Traditional American,Food Delivery,Fast Food,Coffeehouses,Bakeries,Catering,Restaurants,Sandwich Shops"
Wings To Go,"American Restaurants,Chicken Restaurants,Fast Food Restaurants,Restaurants,Take Out Restaurants"
SUBWAY,"Delis And Delicatessens,Carry-out food,Caterers,Delicatessens,American restaurants,Fast Food Restaurants,Take Out Restaurants,Karaoke,Sandwiches,Catering,Restaurants,Sandwich Shops"
McDonald's,"Ice Cream Parlors,Restaurant,Breakfast,Fast Food Restaurant,Fast Food,Coffeehouses,Salads,Hamburgers,Fast Food Restaurant Old Seminole Heights,Restaurants,Frozen Yogurt Shops,Sandwich Shops"
McDonald's,"Ice Cream Parlors,Breakfast,Fast Food,Fast Food Restaurants,Take Out Restaurants,Restaurants,Frozen Yogurt Shops,Restaurant,Fast Food Restaurant,Coffeehouses,Salads,Hamburgers,Hamburgers and Hot Dogs,Sandwich Shops"
Sonic Drive-In,"Burger Joint,Fast Food Restaurant,American Restaurant,Fast Food,Soda Fountain Shops,Chicken,Burger Joint, Fast Food Restaurant, and American Restaurant,Hamburgers,Restaurants"
Gyros King Subs & Salads,"Caterers,Delicatessens,Hamburger restaurants,Karaoke,Restaurants,Delis And Delicatessens,Pizza,Turkish restaurants,Armenian restaurants,Fast food restaurants,Greek restaurants,Catering,Greek"
Chick-fil-A,"Breakfast,American Restaurant,Fast Food Restaurant, American Restaurant, and Sandwich Place Swann Estates,Food Delivery,Fast Food Restaurants,Fast Food,Chicken Restaurants,Restaurants,Restaurant,Fast Food Restaurant, American Restaurant, and Sandwich Place,Fast Food Restaurant,wich Place,Family Style Dining,Chicken,Catering,Sandwich Shops,Chicken Take Out"
KFC,"Restaurant,American Restaurants,Fried Chicken Joint and American Restaurant,Fried Chicken Joint,American Restaurant,Fast Food,Chicken,Chicken Restaurants,Family Friendly Restaurants,Catering,Restaurants"
Church's Chicken,"Carry-out food,Fried Chicken Joint,Barbecued poultry,Fast Food Restaurant,American restaurants,Karaoke,Barbecue,Spare rib restaurants,Chicken restaurants,Catering,Restaurants"
Rick's on the River,"Bars & Pubs,Billiards Bars,Irish Restaurants,American Restaurant,Fast Food Restaurants,Chicken Restaurants,Cafes,Restaurants,Nightclubs,Restaurant,Burger Joint,Seafood Restaurant,Seafood Restaurants,Polynesian Restaurants,Bars Pubs,Diners,Barbecue Restaurants,Bistros,Neighborhood Bars,Bars"
Panera Bread,"Breakfast,Fast Food,Take Out Restaurants,Health Food Restaurants,Bagel Shops,Restaurants,Restaurant,American Restaurants,Coffee Shops,Traditional American,Coffeehouses,Bakeries,Catering,Sandwich Shops"
Subway,"Delis And Delicatessens,Carry-out food,Restaurant,Delicatessens,American restaurants,wich Place,Take Out Restaurants,Fast Food Restaurants,Karaoke,Sandwiches,Restaurants,Sandwich Shops"
Waffle House,"Restaurant,Carry-out food,Breakfast Spot,Fast Food Restaurant,American Restaurant,American restaurants,Karaoke,Diners,Diner,Restaurants"
Panera Bread,"Breakfast,Bagels,Catering Companies,Fast Food Restaurants,Fast Food,Bagel Shops,Restaurants,Restaurant,Traditional American,Coffeehouses,Traditional American Restaurants,Bakeries,Catering,Sandwich Shops"
Panera Bread,"Breakfast,Food Delivery,Bakery,Caf,Fast Food,Restaurants,Restaurant,Traditional American,wich Place,Coffeehouses,Bakeries,Catering,Sandwich Shops"
McDonald's,"Ice Cream Parlors,Carry-out food,Breakfast,Hot dog restaurants,American restaurants,Hamburger restaurants,Take Out Restaurants,Fast Food Restaurants,Fast Food,Karaoke,Restaurants,Frozen Yogurt Shops,Restaurant,Fast Food Restaurant,Coffeehouses,Salads,Hamburgers and Hot Dogs,Hamburgers,Sandwich Shops"
McDonald's,"Ice Cream Parlors,Breakfast,Fast Food Restaurants,Take Out Restaurants,Fast Food,Restaurants,Frozen Yogurt Shops,Restaurant,Fast Food Restaurant,Coffeehouses,Salads,Hamburgers and Hot Dogs,Hamburgers,Sandwich Shops"
Wendy's,"American Express,Visa,Fast Food,Carry Out,Discover,Restaurants,Global,Burger Joint,Restaurant,Food Dining,Fast Food Restaurant,Cheap Eats,Lunch Spot,Hamburgers,Family-friendly Dining,Mastercard"
Chipotle Mexican Grill,"Mexican Restaurant,Mexican Restaurants,Taco Place,Mexican Restaurant, Burrito Place, and Taco Place Boca Del Mar,Take Out Restaurants,Fast Food Restaurants,Mexican Restaurant, Burrito Place, and Taco Place,Burrito Place,Restaurants"
Panera Bread,"Breakfast,Cafe,Food Delivery,Bakery,Caf,Fast Food,Restaurants,Restaurant,Traditional American,wich Place,Coffeehouses,Bakeries,Catering,Sandwich Place,Sandwich Place, Bakery, and Caf Mission Bay,Sandwich Shops"
Bud's Chicken & Seafood,"Carry-out food,Seafood restaurants,Crabs and crab houses,Barbecued poultry,Fast Food Restaurant,American restaurants,Karaoke,Chicken Restaurants,Barbecue,Spare rib restaurants,Restaurants"
Pollo Tropical,"Restaurant,Carry-out food,Barbecued poultry,Fast Food Restaurant,Mexican restaurants,Barbecue,Spare rib restaurants,Chicken restaurants,Restaurants,Latin American Restaurant"
Taco Bell,"Carry-out food,Mexican Restaurants,Mexican,Breakfast,Tex-mex restaurants,Vegetarian,Southwestern restaurants,Fast Food Restaurants,Fast Food,Restaurants,Mexican Restaurant,Fast Food Restaurant and Mexican Restaurant,Restaurant,Fast Food Restaurant"
Pollo Tropical,"Carry-out food,Restaurant,Barbecued poultry,Fast Food Restaurant,American restaurants,Karaoke,Barbecue,Spare rib restaurants,Chicken restaurants,Latin American Restaurant,Restaurants"
Bud's Chicken & Seafood,"Carry-out food,Caterers,Seafood restaurants,Crabs and crab houses,American restaurants,Karaoke,Take Out Restaurants,Family Style Restaurants,Restaurants,Barbecued poultry,Fast Food Restaurant,Barbecue,Spare rib restaurants,Chicken restaurants"
Taco Bell,"Restaurant,Mexican,Breakfast,Vegetarian,Fast Food,Restaurants"
Waffle House,"Restaurant,Breakfast Spot,Carry-out food,American Restaurant, Breakfast Spot, and Diner,Fast Food Restaurant,American restaurants,Diners,Diner,Karaoke,Restaurants"
Burger King,"Fort Pierce Restaurants,Carry-out food,Restaurant delivery service,Hot dog restaurants,Hamburger restaurants,Karaoke,Fast Food,Home delivery beer and beverages,Restaurants,Hamburgers & Hot Dogs,Burger Joint,Fast Food Restaurant,Fast food restaurants"
Eddie's Chinese Take Out,"Asian Restaurants,American restaurants,Karaoke,Take Out Restaurants,Fast Food Restaurants,Family Style Restaurants,Restaurants,Chinese restaurants"
Chinese To Go,"Chinese Restaurant,Carry-out food,Restaurant,Spanish restaurants,West indian restaurants,American restaurants,Fast Food,Chinese,Restaurants,Chinese restaurants"
McDonald's,"Ice Cream Parlors,Carry-out food,Breakfast,Hot dog restaurants,American restaurants,Hamburger restaurants,Fast Food Restaurants,Take Out Restaurants,Fast Food,Karaoke,Restaurants,Frozen Yogurt Shops,Restaurant,Fast Food Restaurant,Coffeehouses,Salads,Hamburgers and Hot Dogs,Hamburgers,Sandwich Shops"
